ST_CODE,PC_CODE,STATE,PC,NO,NAME,PARTY
S01,17,S01-Andhra Pradesh,17-Khammam,26,LINGALA RAVI KUMAR,Independent
S01,17,S01-Andhra Pradesh,17-Khammam,27,SANAPA POMMAIAH,Independent
S01,18,S01-Andhra Pradesh,18-Aruku,1,KOTHAPALLI GEETHA,Yuvajana Sramika Rythu Congress Party
S01,18,S01-Andhra Pradesh,18-Aruku,2,GUMMIDI SANDHYA RANI,Telugu Desam
S01,18,S01-Andhra Pradesh,18-Aruku,3,MIDIYAM BABURAO,Communist Party of India  (Marxist)
S01,18,S01-Andhra Pradesh,18-Aruku,4,ILLA RAMIREDDY,Independent
S01,18,S01-Andhra Pradesh,18-Aruku,5,KANGALA BALUDORA,Independent
S01,18,S01-Andhra Pradesh,18-Aruku,6,KISHORE CHANDRA SURYANARAYANA DEO VYRICHERLA,Indian National Congress
S01,18,S01-Andhra Pradesh,18-Aruku,7,SANKARA RAO VANUGU,Independent
S01,18,S01-Andhra Pradesh,18-Aruku,8,BOORJABARIKI DHANARAJU,Aam Aadmi Party
S01,18,S01-Andhra Pradesh,18-Aruku,9,SALLANGI RATNAM,Independent
S01,18,S01-Andhra Pradesh,18-Aruku,10,BIDDIKA RAMAYYA,Independent
S01,18,S01-Andhra Pradesh,18-Aruku,11,GANJAYI KASIBABU,Bharatiya Janata Party
S01,18,S01-Andhra Pradesh,18-Aruku,12,JULUVA YATHIRAJULU,Independent
S01,18,S01-Andhra Pradesh,18-Aruku,13,SANKARA RAO CHETTI,Independent
S01,19,S01-Andhra Pradesh,19-Srikakulam,1,SHANTHI REDDY,Yuvajana Sramika Rythu Congress Party
S01,19,S01-Andhra Pradesh,19-Srikakulam,2,RAMMOHANNAIDU KINJARAPU,Telugu Desam
S01,19,S01-Andhra Pradesh,19-Srikakulam,5,VASUDEVA RAO BODDU,Communist Party of India  (Marxist-Leninist)  (Liberation)
S01,19,S01-Andhra Pradesh,19-Srikakulam,6,PAIDI RAJA RAO,Jai Samaikyandhra Party
S01,19,S01-Andhra Pradesh,19-Srikakulam,10,VIJAYAKUMARI KINJARAPU,Telugu Desam
S01,19,S01-Andhra Pradesh,19-Srikakulam,13,KADIYAM JAYALAKSHMI,Pyramid Party of India
S01,19,S01-Andhra Pradesh,19-Srikakulam,14,PALAVALASA RAJASEKHARAM,Yuvajana Sramika Rythu Congress Party
S01,19,S01-Andhra Pradesh,19-Srikakulam,15,JAIDEV INJARAPU,Aam Aadmi Party
S01,19,S01-Andhra Pradesh,19-Srikakulam,16,PAIDI SRILAKSHMI,Jai Samaikyandhra Party
S01,19,S01-Andhra Pradesh,19-Srikakulam,17,KILLI KRUPA RANI,Indian National Congress
S01,19,S01-Andhra Pradesh,19-Srikakulam,18,KILLI VIKRANTH,Indian National Congress
S01,19,S01-Andhra Pradesh,19-Srikakulam,19,BODDEPALLI RAJA RAO,Bahujan Samaj Party
S01,19,S01-Andhra Pradesh,19-Srikakulam,20,KINJARAPU TEJESWARA RAO,Independent
S01,19,S01-Andhra Pradesh,19-Srikakulam,21,NAIDUGARI RAJASEKHAR,Independent
S01,19,S01-Andhra Pradesh,19-Srikakulam,22,TOTA TEJESWARA RAO,Independent
S01,20,S01-Andhra Pradesh,20-Vizianagaram,1,ASHOK GAJAPATHI RAJU PUSAPATI,Telugu Desam
S01,20,S01-Andhra Pradesh,20-Vizianagaram,2,SUNEELA GAJAPATHI RAJU PUSAPATI,Telugu Desam
S01,20,S01-Andhra Pradesh,20-Vizianagaram,3,VENKATA SWETHA CHALAPATHI KUMARA KRISHNA RANGARAO  RAVU,Yuvajana Sramika Rythu Congress Party
S01,20,S01-Andhra Pradesh,20-Vizianagaram,4,PRASADA RAO NANDA,Pyramid Party of India
S01,20,S01-Andhra Pradesh,20-Vizianagaram,5,YELLA RAO SIYYADULA,Independent
S01,20,S01-Andhra Pradesh,20-Vizianagaram,6,JHANSI LAKSHMI BOTCHA,Indian National Congress
S01,20,S01-Andhra Pradesh,20-Vizianagaram,7,HARI KISHAN KUPPILI,Independent
S01,20,S01-Andhra Pradesh,20-Vizianagaram,8,SILPA RAVU,Yuvajana Sramika Rythu Congress Party
S01,20,S01-Andhra Pradesh,20-Vizianagaram,9,TADIVAKA RAMESH NAIDU,Jai Samaikyandhra Party
S01,20,S01-Andhra Pradesh,20-Vizianagaram,10,BONU KRISHNA,Bahujan Samaj Party
S01,20,S01-Andhra Pradesh,20-Vizianagaram,11,NARU SIMHADRI NAIDU,Aam Aadmi Party
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,1,RONANKI CHALAPATHI RAO,Independent
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,2,TANUKU DIVAKAR,Independent
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,3,GEDELA KRISHNA RAO,Independent
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,4,BUDDA CHANDRA SEKHAR,Independent
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,5,DADI JYOTHI BHAVANI,Pyramid Party of India
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,6,DR. KAMBHAMPATI HARI BABU,Bharatiya Janata Party
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,7,CHANDADA NARASINGA RAO,Communist Party of India  (Marxist)
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,8,BRAHMA SWAROOP KASIBHATTA,Independent
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,9,DURGA PRASAD GUNTU,Independent
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,10,KUNA RAMAM,Aam Aadmi Party
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,11,UMA MAHESWARA  RAO ARETI,Independent
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,12,JOLLA TARAKA RAMA RAO,Samaikyandhra Parirakshana Samithi
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,13,VIJAYAMMA YADUGURI SANDINTI,Yuvajana Sramika Rythu Congress Party
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,14,ANJANEYULU MANAM,Communist Party of India
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,15,JAMPANA PADMAJA,Independent
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,16,SEEMAKURTHI SRINIVASA RAO,Independent
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,17,BOLISETTI SATYANARAYANA,Indian National Congress
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,18,SATYANARAYAN PATNAIK KURADA,Independent
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,19,SABBAM HARI,Jai Samaikyandhra Party
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,20,KUTIKUPPALA SURYA RAO,Independent
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,21,IMANDI VENKATA KURMARAO,Bahujan Samaj Party
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,22,BOLISETTI SRILAKSHMI,Independent
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,23,AYALA SOMAYAJULA BHAVANI SANKAR SASTRY,Indian Christian Secular Party
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,24,YAMMANURU VENKATA SREENADH REDDY,Independent
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,25,YERRA CHINNAYYAULU,Independent
S01,21,S01-Andhra Pradesh,21-Visakhapatnam,26,SURAPUREDDY NAGENDRA SAIRAM,Independent
S01,22,S01-Andhra Pradesh,22-Anakapalli,1,SMT.THOTA VIJAYA LAKSHMI,Indian National Congress
S01,22,S01-Andhra Pradesh,22-Anakapalli,3,MUTTAMSETTI SRINIVASA RAO,Telugu Desam
S01,22,S01-Andhra Pradesh,22-Anakapalli,5,A.V.S.S.AMARNADH GUDIVADA,Yuvajana Sramika Rythu Congress Party
S01,22,S01-Andhra Pradesh,22-Anakapalli,6,SARISA LEELA PRASANNA KUMARI,Pyramid Party of India
S01,22,S01-Andhra Pradesh,22-Anakapalli,7,VADLAMURI KRISHNA SWAROOP,Dalita Bahujana Party
S01,22,S01-Andhra Pradesh,22-Anakapalli,8,APPALARAJU SADARAM,Independent
S01,22,S01-Andhra Pradesh,22-Anakapalli,9,THOTA APPA RAO,Independent
S01,22,S01-Andhra Pradesh,22-Anakapalli,10,TIRUPATHI RAO KARANAM,Bahujan Samaj Party
S01,22,S01-Andhra Pradesh,22-Anakapalli,11,KONDARAJU JAMPANA,Jai Samaikyandhra Party
S01,23,S01-Andhra Pradesh,23-Kakinada,1,THOTA VENKATA NARASIMHAM,Telugu Desam
S01,23,S01-Andhra Pradesh,23-Kakinada,2,THOTA SARASWATHI @ VANI,Telugu Desam
S01,23,S01-Andhra Pradesh,23-Kakinada,3,SUNIL KUMAR CHALAMALASETTY,Yuvajana Sramika Rythu Congress Party
S01,23,S01-Andhra Pradesh,23-Kakinada,4,CHAGANTI SURYANARAYANA MURTY,Independent
S01,23,S01-Andhra Pradesh,23-Kakinada,5,ARJUNARAO YEGUPATI,Communist Party of India  (Marxist-Leninist)  (Liberation)
S01,23,S01-Andhra Pradesh,23-Kakinada,6,PRABHAKARA RAO MADIKI,Independent
S01,23,S01-Andhra Pradesh,23-Kakinada,7,JALLURI VENKATESWARLU,Independent
S01,23,S01-Andhra Pradesh,23-Kakinada,8,MANGAPATI PALLAM RAJU MALLIPUDI,Indian National Congress
S01,23,S01-Andhra Pradesh,23-Kakinada,9,SRINIVAS DANGETI,Aam Aadmi Party
S01,23,S01-Andhra Pradesh,23-Kakinada,10,KUNCHE RAMADAS,Independent
S01,23,S01-Andhra Pradesh,23-Kakinada,11,VENKATA APPALA NARASIMHA RAO KARRA,Independent
S01,23,S01-Andhra Pradesh,23-Kakinada,12,PEPAKAYALA RAJENDRA,Independent
S01,23,S01-Andhra Pradesh,23-Kakinada,13,KOLA VENKATA PRASAD VARMA,Rashtriya Janata Dal
S01,23,S01-Andhra Pradesh,23-Kakinada,14,DONAM NEELAKANTAM,Independent
S01,23,S01-Andhra Pradesh,23-Kakinada,15,MOTHA SARADA,Republican Party of India (Khobragade)
S01,23,S01-Andhra Pradesh,23-Kakinada,16,ROKKAM DAYAKAR,Republican Paksha (Khoripa)
S01,23,S01-Andhra Pradesh,23-Kakinada,17,TUMMALAPALLI SATYA RAMAKRISHNA,Jai Samaikyandhra Party
S01,23,S01-Andhra Pradesh,23-Kakinada,18,TUMMALAPALLI SAI GUNA SEKHAR,Independent
S01,23,S01-Andhra Pradesh,23-Kakinada,19,RATNA KUMAR MUTHABATHULA,Bahujan Samaj Party
S01,23,S01-Andhra Pradesh,23-Kakinada,20,TEKUMUDI VENKATA RAO,Pyramid Party of India
S01,23,S01-Andhra Pradesh,23-Kakinada,21,VIJAMALLA CHITTI BABU,Independent
S01,23,S01-Andhra Pradesh,23-Kakinada,22,GUTTULA ANNAPURNA SESHAGIRI RAO,Independent
S01,23,S01-Andhra Pradesh,23-Kakinada,23,MERLA BHAVANI SANKARA PRASAD,Independent
S01,23,S01-Andhra Pradesh,23-Kakinada,24,VENKATA LAKSHMI CHALAMALASETTY,Independent
S01,23,S01-Andhra Pradesh,23-Kakinada,25,DONKA LEELAVATHI,Independent
S01,23,S01-Andhra Pradesh,23-Kakinada,26,JANAPAREDDY VENKATARAMANA,Independent
S01,24,S01-Andhra Pradesh,24-Amalapuram,1,AITHABATHULA JOGESWARA VENKATA BUTCHI MAHESWARA RAO,Indian National Congress
S01,24,S01-Andhra Pradesh,24-Amalapuram,2,GEDDAM SAMPADA RAO,Bahujan Samaj Party
S01,24,S01-Andhra Pradesh,24-Amalapuram,3,PANDULA RAVINDRA BABU,Telugu Desam
S01,24,S01-Andhra Pradesh,24-Amalapuram,4,KUNCHE PEDA SATYANARAYANA,Pyramid Party of India
S01,24,S01-Andhra Pradesh,24-Amalapuram,5,KONKI VENKATA RAO,Republican Paksha (Khoripa)
S01,24,S01-Andhra Pradesh,24-Amalapuram,6,VISWARUPU PINIPE,Yuvajana Sramika Rythu Congress Party
S01,24,S01-Andhra Pradesh,24-Amalapuram,7,VIJAYA CHAKRAVARTHY PANTHAGADA,Republican Party of India (Khobragade)
S01,24,S01-Andhra Pradesh,24-Amalapuram,8,VIJAYA HARSHA KUMAR GEDDAM,Jai Samaikyandhra Party
S01,24,S01-Andhra Pradesh,24-Amalapuram,9,UNDRU GANI RAJU,Independent
S01,24,S01-Andhra Pradesh,24-Amalapuram,10,KASI CHANDRAMOULI,Independent
S01,24,S01-Andhra Pradesh,24-Amalapuram,11,SATYAVATHI KOMMU,Independent
S01,24,S01-Andhra Pradesh,24-Amalapuram,12,BUNGA BHASKARARAO,Independent
S01,24,S01-Andhra Pradesh,24-Amalapuram,13,YARLAGADDA RAVINDRA,Independent
S01,24,S01-Andhra Pradesh,24-Amalapuram,14,YALANGI RAMESH,Independent
S01,24,S01-Andhra Pradesh,24-Amalapuram,15,VADDI WINSTON CHURCHIL,Independent
S01,25,S01-Andhra Pradesh,25-Rajahmundry,1,SRINIVASA RAO SANGISETTI,Pyramid Party of India
S01,25,S01-Andhra Pradesh,25-Rajahmundry,2,BODDU VENKATA RAMANA CHOWDARY,Yuvajana Sramika Rythu Congress Party
S01,25,S01-Andhra Pradesh,25-Rajahmundry,3,KANDULA LAKSHMI DURGESH PRASAD,Indian National Congress
S01,25,S01-Andhra Pradesh,25-Rajahmundry,4,MEDA SRINIVAS,Rashtriya Praja Congress  (Secular)
S01,25,S01-Andhra Pradesh,25-Rajahmundry,5,PALLA VENKATA NAIDU,Independent
S01,25,S01-Andhra Pradesh,25-Rajahmundry,6,ILLA GOVINDA RAJAN,Yuvajana Sramika Rythu Congress Party
S01,25,S01-Andhra Pradesh,25-Rajahmundry,7,KANDULA LAKSHMI DURGESH PRASAD,Indian National Congress
S01,25,S01-Andhra Pradesh,25-Rajahmundry,8,MARRE BABJI,Bahujan Samaj Party
S01,25,S01-Andhra Pradesh,25-Rajahmundry,9,RAM MOHAN MAGANTI,Telugu Desam
S01,25,S01-Andhra Pradesh,25-Rajahmundry,10,MURALI MOHAN MAGANTI,Telugu Desam
S01,25,S01-Andhra Pradesh,25-Rajahmundry,11,CHEEKATLA VENKATESWARA RAO,Independent
S01,25,S01-Andhra Pradesh,25-Rajahmundry,12,BODDU SUREKHA,Yuvajana Sramika Rythu Congress Party
S01,25,S01-Andhra Pradesh,25-Rajahmundry,13,BODDU VENKATA RAMANA CHOWDARY,Yuvajana Sramika Rythu Congress Party
S01,25,S01-Andhra Pradesh,25-Rajahmundry,14,MULLAPUDI SATYANARAYANA,Jai Samaikyandhra Party
S01,25,S01-Andhra Pradesh,25-Rajahmundry,15,KOLLABATHULA RICHMOND CAREY,Gareeb Aadmi Party
S01,25,S01-Andhra Pradesh,25-Rajahmundry,16,POLU VENGALA REDDY,Independent
S01,25,S01-Andhra Pradesh,25-Rajahmundry,17,MUTYALA RAMBABU,Independent
S01,25,S01-Andhra Pradesh,25-Rajahmundry,18,ANNAMDEVULA DHARMA RAO,Independent
S01,26,S01-Andhra Pradesh,26-Narsapuram,1,SVPKH GOPALA KRISHNAM RAJU S/O. VENKATHIRAJU,Pyramid Party of India
S01,26,S01-Andhra Pradesh,26-Narsapuram,2,KANUMURI BAPIRAJU S/O. KRISHNAM RAJU,Indian National Congress
S01,26,S01-Andhra Pradesh,26-Narsapuram,3,VANKA RAVINDRANATH S/O SATYANARAYANA,Yuvajana Sramika Rythu Congress Party
S01,26,S01-Andhra Pradesh,26-Narsapuram,5,GITADAS DAS W/O HARIHARADAS DAS,Prem Janata Dal
S01,26,S01-Andhra Pradesh,26-Narsapuram,6,"GITADAS DAS, W/O HARIHARADAS DAS",Prem Janata Dal
S01,26,S01-Andhra Pradesh,26-Narsapuram,7,"GOKARAJU GANGA RAJU, S/O RANGA RAJU",Bharatiya Janata Party
S01,26,S01-Andhra Pradesh,26-Narsapuram,8,"GOKARAJU GANGA RAJU, S/O RANGA RAJU",Bharatiya Janata Party
S01,26,S01-Andhra Pradesh,26-Narsapuram,9,"GOKARAJU GANGA RAJU, S/O RANGA RAJU",Bharatiya Janata Party
S01,26,S01-Andhra Pradesh,26-Narsapuram,12,"MEDAPATI VARAHALA REDDY, S/O VENKATA RAMA KRISHNA REDDY",Independent
S01,26,S01-Andhra Pradesh,26-Narsapuram,14,"SATTI SURYANARAYANA REDDY, S/O KRISHNA REDDY",Independent
S01,26,S01-Andhra Pradesh,26-Narsapuram,25,"VANKA RAVINDRANATH, S/O SATYANARAYANA",Yuvajana Sramika Rythu Congress Party
S01,26,S01-Andhra Pradesh,26-Narsapuram,26,"VANKA RAVINDRANATH, S/O SATYANARAYANA",Yuvajana Sramika Rythu Congress Party
S01,26,S01-Andhra Pradesh,26-Narsapuram,27,"KANUMURU BAPIRAJU, S/O KRISHNAM RAJU",Indian National Congress
S01,26,S01-Andhra Pradesh,26-Narsapuram,28,"VOLETI VENKATA LAKSHMANA RAO, S/O SUBBARAO",Independent
S01,26,S01-Andhra Pradesh,26-Narsapuram,29,"VANGALAPUDI YESHAYYA, S/O MOSENU",Independent
S01,26,S01-Andhra Pradesh,26-Narsapuram,30,"BADAMPUDI SIVA, S/O APPARAO",Independent
S01,26,S01-Andhra Pradesh,26-Narsapuram,31,"NALLI RAJESH, S/O NARASIMHA MURTHY",Republican Paksha (Khoripa)
S01,26,S01-Andhra Pradesh,26-Narsapuram,32,"SEKHAR BABU DORABABU ADDANKI, S/O SIMHACHALAM",Independent
S01,26,S01-Andhra Pradesh,26-Narsapuram,33,"VANKA RAVINDHRANATH, S/O SATYANARAYANA",Yuvajana Sramika Rythu Congress Party
S01,26,S01-Andhra Pradesh,26-Narsapuram,34,"CHINTAPALLI KANAKA RAO, S/O SRIRAMULU",Bahujan Samaj Party
S01,26,S01-Andhra Pradesh,26-Narsapuram,35,"POLASAPALLI SAROJA, W/O CHERIYAN SRINIVASA RAO",Jai Samaikyandhra Party
S01,26,S01-Andhra Pradesh,26-Narsapuram,36,SIVAJI GOTTUMUKKALA S/O JAYA PRAKASH,Independent
S01,26,S01-Andhra Pradesh,26-Narsapuram,37,"SIVAJI GOTTUMUKKALA, S/O JAYA PRAKASH",Independent
S01,27,S01-Andhra Pradesh,27-Eluru,1,VENKATA RAMA RAO UPPALA,Pyramid Party of India
S01,27,S01-Andhra Pradesh,27-Eluru,2,CHANDRA SEKHAR ELAPROLLU,Independent
S01,27,S01-Andhra Pradesh,27-Eluru,3,CHANDRA SEKHAR ELAPROLLU,Independent
S01,27,S01-Andhra Pradesh,27-Eluru,4,CHANDRA SEKHAR ELAPROLLU,Independent
S01,27,S01-Andhra Pradesh,27-Eluru,5,CHANDRA SEKHAR ELAPROLLU,Independent
S01,27,S01-Andhra Pradesh,27-Eluru,6,NAGARAJU SAVANAPUDI,Marxist Communist Party of India (United)
S01,27,S01-Andhra Pradesh,27-Eluru,7,KORUKONDA VIJAYA LAKSHMI PANDIT,Independent
S01,27,S01-Andhra Pradesh,27-Eluru,8,KORUKONDA VIJAYA LAKSHMI PANDIT,Independent
S01,27,S01-Andhra Pradesh,27-Eluru,9,NANNAPANENI GANGADHARA RAO,Independent
S01,27,S01-Andhra Pradesh,27-Eluru,10,VENKATESWARA RAO MAGANTI,Telugu Desam
S01,27,S01-Andhra Pradesh,27-Eluru,11,VENKATESWARA RAO MAGANTI,Telugu Desam
S01,27,S01-Andhra Pradesh,27-Eluru,12,VENKATESWARA RAO MAGANTI,Telugu Desam
S01,27,S01-Andhra Pradesh,27-Eluru,13,VENKATESWARA RAO MAGANTI,Telugu Desam
S01,27,S01-Andhra Pradesh,27-Eluru,15,RAMESH BABU NETALA,Bahujan Samaj Party
S01,27,S01-Andhra Pradesh,27-Eluru,16,C.V.SARADA DEVI,Independent
S01,27,S01-Andhra Pradesh,27-Eluru,17,"UDA VENKATESWARARAO,",Independent
S01,27,S01-Andhra Pradesh,27-Eluru,18,THOTA CHANDRA SEKHAR,Yuvajana Sramika Rythu Congress Party
S01,27,S01-Andhra Pradesh,27-Eluru,19,THOTA CHANDRA SEKHAR,Yuvajana Sramika Rythu Congress Party
S01,27,S01-Andhra Pradesh,27-Eluru,20,THOTA CHANDRA SEKHAR,Yuvajana Sramika Rythu Congress Party
S01,27,S01-Andhra Pradesh,27-Eluru,21,THOTA CHANDRA SEKHAR,Yuvajana Sramika Rythu Congress Party
S01,27,S01-Andhra Pradesh,27-Eluru,22,MUSUNURI NAGESWARA RAO,Indian National Congress
S01,27,S01-Andhra Pradesh,27-Eluru,23,MUSUNURI NAGESWARA RAO,Indian National Congress
S01,27,S01-Andhra Pradesh,27-Eluru,25,JULURI BHASKARA VEERA VENKATA ANIL KUMAR GUPTA,Independent
S01,27,S01-Andhra Pradesh,27-Eluru,26,MENDEM SANTOSH KUMAR,Indian Labour Party (Ambedkar Phule)
S01,27,S01-Andhra Pradesh,27-Eluru,27,KAMARUSHI VEERA VENKATA SATYANARAYANA,Jai Samaikyandhra Party
S01,27,S01-Andhra Pradesh,27-Eluru,28,YANTRAPATI ASHOK,Mahajana Socialist Party
S01,27,S01-Andhra Pradesh,27-Eluru,29,VIJAYA KUMARI GOVADA,Prem Janata Dal
S01,27,S01-Andhra Pradesh,27-Eluru,30,VIJAYA KUMARI GOVADA,Prem Janata Dal
S01,28,S01-Andhra Pradesh,28-Machilipatnam,1,VADAPALLI RAGHUNADH,Pyramid Party of India
S01,28,S01-Andhra Pradesh,28-Machilipatnam,2,KOLUSU PARTHA SARATHY,Yuvajana Sramika Rythu Congress Party
S01,28,S01-Andhra Pradesh,28-Machilipatnam,3,KOLUSU PARTHA SARATHY,Yuvajana Sramika Rythu Congress Party
S01,28,S01-Andhra Pradesh,28-Machilipatnam,4,KONAKALLA NARAYANA RAO,Telugu Desam
S01,28,S01-Andhra Pradesh,28-Machilipatnam,5,KONAKALLA NARAYANA RAO,Telugu Desam
S01,28,S01-Andhra Pradesh,28-Machilipatnam,6,KONAKALLA NARAYANA RAO,Telugu Desam
S01,28,S01-Andhra Pradesh,28-Machilipatnam,7,YENDURI SUBRAMANYESWARA RAO,Independent
S01,28,S01-Andhra Pradesh,28-Machilipatnam,8,KOLUSU PARTHA SARATHY,Yuvajana Sramika Rythu Congress Party
S01,28,S01-Andhra Pradesh,28-Machilipatnam,9,KOLUSU PARTHA SARATHY,Yuvajana Sramika Rythu Congress Party
S01,28,S01-Andhra Pradesh,28-Machilipatnam,10,KOLUSU KAMALA LAKSHMI,Yuvajana Sramika Rythu Congress Party
S01,28,S01-Andhra Pradesh,28-Machilipatnam,11,KOLUSU KAMALA LAKSHMI,Yuvajana Sramika Rythu Congress Party
S01,28,S01-Andhra Pradesh,28-Machilipatnam,12,JAMPANA SRINIVASA GOUD,Independent
S01,28,S01-Andhra Pradesh,28-Machilipatnam,13,PEGGAM PRASADA RAO,Independent
S01,28,S01-Andhra Pradesh,28-Machilipatnam,14,SISTLA RAMESH,Indian National Congress
S01,28,S01-Andhra Pradesh,28-Machilipatnam,15,SISTLA RAMESH,Indian National Congress
S01,28,S01-Andhra Pradesh,28-Machilipatnam,16,SISTLA RAMESH,Indian National Congress
S01,28,S01-Andhra Pradesh,28-Machilipatnam,17,SISTLA RAMESH,Indian National Congress
S01,28,S01-Andhra Pradesh,28-Machilipatnam,18,KAMMILI SRINIVAS,Jai Samaikyandhra Party
S01,28,S01-Andhra Pradesh,28-Machilipatnam,19,KAMMILI SRINIVAS,Jai Samaikyandhra Party
S01,28,S01-Andhra Pradesh,28-Machilipatnam,20,PARASA SRINIVASA RAO,Independent
S01,28,S01-Andhra Pradesh,28-Machilipatnam,21,YARLAGADDA RAMA MOHANA RAO,Independent
S01,28,S01-Andhra Pradesh,28-Machilipatnam,22,MOHAMMAD ISHAQ,Independent
S01,29,S01-Andhra Pradesh,29-Vijayawada,1,KONGARA SAI,Independent
S01,29,S01-Andhra Pradesh,29-Vijayawada,2,GUNDAPANENI RAJA KUMARI,Pyramid Party of India
S01,29,S01-Andhra Pradesh,29-Vijayawada,3,RAJENDRA PRASAD KONERU,Yuvajana Sramika Rythu Congress Party
S01,29,S01-Andhra Pradesh,29-Vijayawada,4,RAJENDRA PRASAD KONERU,Yuvajana Sramika Rythu Congress Party
S01,29,S01-Andhra Pradesh,29-Vijayawada,5,RAJENDRA PRASAD KONERU,Yuvajana Sramika Rythu Congress Party
S01,29,S01-Andhra Pradesh,29-Vijayawada,6,RAJENDRA PRASAD KONERU,Yuvajana Sramika Rythu Congress Party
S01,29,S01-Andhra Pradesh,29-Vijayawada,7,SMT.DUGGINENI UMADEVI,Yuvajana Sramika Rythu Congress Party
S01,29,S01-Andhra Pradesh,29-Vijayawada,8,SMT.DUGGINENI UMADEVI,Yuvajana Sramika Rythu Congress Party
S01,29,S01-Andhra Pradesh,29-Vijayawada,9,SRINIVAS KESINENI,Telugu Desam
S01,29,S01-Andhra Pradesh,29-Vijayawada,10,PAVANI KESINENI,Telugu Desam
S01,29,S01-Andhra Pradesh,29-Vijayawada,11,"GANTI VENKATA NAGA NEELA SURYANARAYANA MURTHY,",Akhil Bharat Hindu Mahasabha
S01,29,S01-Andhra Pradesh,29-Vijayawada,12,AVINASH DEVINENI,Indian National Congress
S01,29,S01-Andhra Pradesh,29-Vijayawada,13,BAPAIAH CHOWDARY KOGANTI,Indian National Congress
S01,29,S01-Andhra Pradesh,29-Vijayawada,14,BAPAIAH CHOWDARY KOGANTI,Indian National Congress
S01,29,S01-Andhra Pradesh,29-Vijayawada,15,AVINASH DEVINENI,Indian National Congress
S01,29,S01-Andhra Pradesh,29-Vijayawada,16,AVINASH DEVINENI,Indian National Congress
S01,29,S01-Andhra Pradesh,29-Vijayawada,17,BOLISETTY HARI BABU,Independent
S01,29,S01-Andhra Pradesh,29-Vijayawada,18,VATALA UMAMAHESWARA RAO,Communist Party of India  (Marxist)
S01,29,S01-Andhra Pradesh,29-Vijayawada,19,VATALA UMAMAHESWARA RAO,Communist Party of India  (Marxist)
S01,29,S01-Andhra Pradesh,29-Vijayawada,20,PHANI PRAKASH M,Independent
S01,29,S01-Andhra Pradesh,29-Vijayawada,21,AVINASH DEVINENI,Indian National Congress
S01,29,S01-Andhra Pradesh,29-Vijayawada,22,KAMBALA SUBRAHMANYAM,Welfare Party Of India
S01,29,S01-Andhra Pradesh,29-Vijayawada,23,RAMALINGESWARA RAO CHIGURUPATI,Bahujan Samaj Party
S01,29,S01-Andhra Pradesh,29-Vijayawada,24,SRINIVASA RAO TATINENI,Independent
S01,29,S01-Andhra Pradesh,29-Vijayawada,25,HARMOHINDER SINGH SAHNI,Aam Aadmi Party
S01,29,S01-Andhra Pradesh,29-Vijayawada,26,SRINIVAS KESINENI,Telugu Desam
S01,29,S01-Andhra Pradesh,29-Vijayawada,27,SRINIVAS KESINENI,Telugu Desam
S01,29,S01-Andhra Pradesh,29-Vijayawada,28,PAVANI KESINENI,Telugu Desam
S01,29,S01-Andhra Pradesh,29-Vijayawada,29,UMA MAHESWARA RAO VATALA,Communist Party of India  (Marxist)
S01,29,S01-Andhra Pradesh,29-Vijayawada,30,UMA MAHESWARA RAO VATALA,Communist Party of India  (Marxist)
S01,29,S01-Andhra Pradesh,29-Vijayawada,31,SURYADEVARA NAGESWARA RAO,Communist Party of India
S01,29,S01-Andhra Pradesh,29-Vijayawada,32,ISHWARYA LAKSHMI CHINNAM,Jai Samaikyandhra Party
S01,29,S01-Andhra Pradesh,29-Vijayawada,33,ISHWARYA LAKSHMI CHINNAM,Jai Samaikyandhra Party
S01,29,S01-Andhra Pradesh,29-Vijayawada,34,SUNKARA KRISHNA MURTHY,Andhra Rastra Praja Samithi
S01,29,S01-Andhra Pradesh,29-Vijayawada,35,SUNKARA KRISHNA MURTHY,Andhra Rastra Praja Samithi
